num_of_people_rated,rating,discount,new_price,old_price,item name
,,90%,"₦ 5,999 - ₦ 6,999","₦ 6,000 - ₦ 68,000",2023 Casual Shoes Mens Running Sneakers - Black
,,50%,"₦ 47,423","₦ 94,846",Italian Mens High Quality Office Shoes Man Wedding Shoes
5 out of 5(1),5 out of 5,,"₦ 8,000",,ACPRESSURE MAGNETIC INSOLE FOOT MASSAGE  PAD
4.7 out of 5(3),4.7 out of 5,61%,"₦ 37,800 - ₦ 39,800","₦ 96,750 - ₦ 101,750",Flangesio New Arrival Hiking Shoes Men Sneakers EUR Size 39-49 Outdoor Mountain Climbing Shoes High Quality Male Sport Trekking Sneakers Suede Leather Combat Desert Training Shoes Wear-resistant Work Sneakers Green
,,41%,"₦ 20,413","₦ 34,600",Formal Shoes Mens Half Shoes Casual Loafers Sandals Black
,,50%,"₦ 25,000","₦ 50,000",British Leather Shoes Men's Casual Wild Soft Bottom Shoes
,,,"₦ 8,500",,Baby Boys Shoe High Top Soft Bottom Shoes
,,20%,"₦ 36,104","₦ 45,066",Men's Thick-Soled Pointed Leather Shoes Business Shoes Red
,,,"₦ 15,000",,Chic Pink 1 Colour Long Sleeve Slit- 2pieces
,,,"₦ 10,500",,3 Pairs Newborn Baby Girls Bow Front Soft Sole Shoes
,,31%,"₦ 31,304","₦ 45,299",Big Size Men Glossy Tassel Brogue Leather Shoes-Black Red
,,58%,"₦ 29,200","₦ 69,600",Sports Kids Low Top Outdoor Football Shoes
,,14%,"₦ 38,100","₦ 44,450",Soccer Boots Children's Rotating Button Football Boots Blue
,,58%,"₦ 5,000","₦ 12,000",Wonder Nation Corduroy Jean Kids Sneakers With Memory Foam(US SIZE 3/EUR SIZE35)
,,71%,"₦ 30,275","₦ 103,996",USB Charging Led Children Shoes Light Up Casual Boys&Girls Luminous Sneakers
,,64%,"₦ 25,300","₦ 69,600",Sports Kids Low Top Outdoor Football Shoes
,,,"₦ 10,000",,Adjustable Portable Expandable Home Shoe Rack Organiser For 30 Pairs Shoe Capacity
,,49%,"₦ 34,154 - ₦ 41,717","₦ 65,000 - ₦ 81,250",Mens High-Top Formal Boots Luxury Lace-Up Sequined Oxford Business Leather Boots Gold
3.7 out of 5(7),3.7 out of 5,,"₦ 8,999 - ₦ 10,999",,Kids Boys Trendy Loafers (Black)
,,50%,"₦ 17,500","₦ 34,800",DEPALLY PSY TREE DESIGNERS SHOES BLACK
,,38%,"₦ 28,000","₦ 45,000",Polo Sophisticated Men's Leather Clark Shoe- Blak
,,42%,"₦ 35,595","₦ 61,650",Large Size Shoes Half Slippers Leather Shoes Leather Shoes Cover Feet 38-47
,,,"₦ 13,000",,Sports Men Football Strong Boot Blue
,,13%,"₦ 5,800","₦ 6,700",6 Pairs NEW BORN TODDLER BOOTIES GIFT SET
,,50%,"₦ 40,970","₦ 82,680",Mens Trend Style Square Toe Formal Shoes Size 38-47-Brown
,,,"₦ 11,500",,George Rose Gold Glitter Ballet Pumps
,,41%,"₦ 6,350","₦ 10,810",Defacto Boy Casual Sandals - Red
4.4 out of 5(14),4.4 out of 5,37%,"₦ 33,200","₦ 53,100",Unisex Water Shoes Outdoor Climbing Shoes-Black
,,42%,"₦ 39,630","₦ 68,328",Summer Baby Sandals For Girls Cherry Closed Toe Toddler Infant Kids Princess Walkers Baby Little Girls Shoes Sandals  4 Flower Pink
,,,"₦ 14,000",,Men Slip-on Black Buckle Corporate Shoe
,,,"₦ 1,500",,"Baby Socks Booties -White, Blue And Red"
,,,"₦ 15,000",,Double Rail Towel Hanger
,,,"₦ 70,000",,Mister Classic Mister Half Shoe
3.9 out of 5(14),3.9 out of 5,38%,"₦ 39,100 - ₦ 40,600","₦ 62,560 - ₦ 64,960",Big Size 38-48 Mens Stitching Style Dress Shoes Casual Shoes-Black
,,58%,"₦ 5,999 - ₦ 6,999","₦ 6,499 - ₦ 16,499",Cheap Fashion Sneakers - Men's Casual - Red
5 out of 5(1),5 out of 5,,"₦ 6,000",,Newborn Baby Girl Polka Dot Shoes
4.5 out of 5(4),4.5 out of 5,,"₦ 15,000",,Navy Blue Princess Kimono With Gown
,,,"₦ 7,000",,Smart Kids Sport Casual Comfortable Unisex School Sneakers Shoe - Black
,,37%,"₦ 42,720","₦ 67,500",Men's Breathable Basketball Sneakers Trend Boy's Basketball Shoes Hight Cut Outdoor BasketBall Shoes For Men Shoes
4 out of 5(1),4 out of 5,,"₦ 2,000",,Horsehair Wooden Handle Shoe Brush Shoe Polish Applicator For Leather Shoe Care
,,54%,"₦ 29,700","₦ 63,900",Unisex Water Shoes Indoor Yoga Trainers Shoes-Blue
,,43%,"₦ 43,244","₦ 75,679",Transparent Shoe Box Storage Box Drawer-Type Plastic Shoe Rack Black
,,43%,"₦ 16,999","₦ 29,800",Depally NEW EIGHT CHAIN DESIGNERS HEEL SHOE BLACK
4.5 out of 5(2),4.5 out of 5,50%,"₦ 41,800 - ₦ 48,100","₦ 83,600 - ₦ 96,200",Anti-slip Cashmere Children's Sports Shoes In Winter-Blue
,,45%,"₦ 18,375","₦ 33,299",Men's Leather Shoes Business Dress Shoes British Korean Version Set Foot Brown Casual Shoes Youth Popular Fashion Shoes
,,50%,"₦ 25,061","₦ 50,122",Quality Ladies Black Flat Shoe Women
2 out of 5(1),2 out of 5,20%,"₦ 41,219","₦ 51,548",Black (Black Dress Shoes)ROXDIA Men Wedding Shoes Microfiber Leather Formal Business Pointed Toe For Man Dress Shoes Men's Oxford Flats RXM081 Size 39-48 JIN
,,,"₦ 7,000",,Kids Velcro School Shoe - White
,,50%,"₦ 31,800","₦ 63,500",New Men's Versatile Wedding Shoes Formal Shoes
,,12%,"₦ 4,400","₦ 5,000",6 Pairs NEW BORN TODDLER BOOTIES GIFT SET
,,,"₦ 16,500",,Nsb Strong Football Boot White
,,42%,"₦ 33,602","₦ 58,086",(Black)Summer High-Grade Dr. Martens Boots British Formal Wear Business Wedding Bridegroom Leather Shoes Men's Height Increasing Leathe ACU
3.5 out of 5(4),3.5 out of 5,86%,"₦ 6,091 - ₦ 18,582","₦ 43,467",Men's Leather Sandals Leather Shoes- Black
,,22%,"₦ 18,000","₦ 23,000",Quality Floor Hanger Single Poles
,,,"₦ 7,499",,Girls Shimmer Glitter Shinning Christmas Party Birthday Flat -BLACK
3 out of 5(2),3 out of 5,67%,"₦ 5,999 - ₦ 6,999","₦ 18,000",Ladies Indoor Sport Gym Shoe - Comfortable Sneakers  - Women Outdoor Shoes
,,50%,"₦ 26,406","₦ 52,812",Men's All-match Slip-on Canvas Shoes
,,,"₦ 9,000",,Children's Sneaker Boys
,,45%,"₦ 27,772","₦ 50,727",Glossy Men Dress Shoes Leather Male Oxford Classic Vintage Lace-up Men's Brogue Shoes Oxfords Black
,,45%,"₦ 46,000","₦ 83,636",XCST-BNZHO Men Shoes Top Quality Oxfords British Style Men Leather Dress Shoes Business Formal Shoes Men Flats Brown
,,,"₦ 5,500",,Unisex Canvas Breathable Sport Walking Casual School Shoe - Black
,,15%,"₦ 35,560","₦ 41,910",Boys basketball shoes new sports basketball shoes Blue
,,46%,"₦ 40,700 - ₦ 43,800","₦ 75,900",Top Quality Mens Shoes Full Grain Leather Business Formal Shoes Elegant Oxford Shoes For Men Black
,,,"₦ 13,000",,Female Casual Comfortable Sneakers Pink
3 out of 5(1),3 out of 5,40%,"₦ 27,000","₦ 45,000",Clarks Executive New Clark  Casuasl& Fashionable Shoe
,,33%,"₦ 29,900","₦ 44,833",Girls Shoes Flat Leather Princess Shoes Children School Travel Slip Ons Velcro Comfy
,,38%,"₦ 15,800","₦ 25,600",Butfolo Men's Soccer Sport Boots WHITE/GREY
5 out of 5(1),5 out of 5,,"₦ 9,500",,Stainless Shoe Rack + Bold Steel Pipe For 20 Pairs 5-Layers
,,,"₦ 4,000",,Newborn Baby Boy Shoes
,,20%,"₦ 14,400","₦ 18,000",Quality Men's Black Rugged Sandal
4 out of 5(100),4 out of 5,41%,"₦ 17,800","₦ 30,300",Men's New Fashion Professional Work Shoes - White
,,50%,"₦ 34,420","₦ 68,840",New Ubber Hight Cut  Outdoor BasketBall Shoes For Men Shoes
,,50%,"₦ 34,420","₦ 68,840",New Ubber Hight Cut  Outdoor BasketBall Shoes For Men Shoes
,,48%,"₦ 30,000","₦ 58,200",Clarks Sophisticated Men's Leather Clark Shoe-
,,25%,"₦ 9,000","₦ 12,000",Lace Up Boy Sneakers
4 out of 5(1),4 out of 5,,"₦ 11,000",,SPORT Fast Men Football Boot Grey
1 out of 5(1),1 out of 5,,₦ 900,,Stylish Shoe Brush
,,12%,"₦ 34,500","₦ 39,000",Original Crocs Classic Hiker Clog 360 Comfort Sandals
,,,"₦ 6,500",,So Sport Rugged Sports Sneakers School Shoes
,,33%,"₦ 19,999 - ₦ 30,000","₦ 30,000",EBK SPORTY CANVASS SHOES WITH KEVLAR/EVA SOLE PROTECTION
,,,"₦ 4,500",,Unisex Sport Casual Comfortable School Shoe - Black
4 out of 5(1),4 out of 5,46%,"₦ 25,760 - ₦ 34,960","₦ 46,000 - ₦ 64,400",{MijaGrace} Men's High-Top Anti-Skid Studded Football Boot - BLUE - EU36-49
4 out of 5(1),4 out of 5,,"₦ 15,000",,Children Outing School Shoe
4.3 out of 5(4),4.3 out of 5,45%,"₦ 29,500","₦ 53,200",Unisex Water Shoes Outdoor Beach Shoes-Green
,,42%,"₦ 15,481","₦ 26,670",6PCS Shoe Polish Care Kit Leather Shoe Shine Set Shoe Brushes Compact Shoe Cleaning Kit with PU Leather Case Black
4 out of 5(1),4 out of 5,57%,"₦ 14,500","₦ 33,700",Depally COOL STONE DESIGNERS SHOE SILVER
4 out of 5(1),4 out of 5,,"₦ 4,500",,Quality Ladies Black Flat Shoe Women Shoe
4 out of 5(4),4 out of 5,,"₦ 11,500",,Stainless Shoe Rack + Bold Steel Pipe For 20 Pairs 5-Layers
1.5 out of 5(2),1.5 out of 5,,"₦ 6,500",,Place Infant Baby Girls Shoes -Black
,,,"₦ 16,500",,Unique Girls Block Heel Shoe
,,43%,"₦ 8,500","₦ 15,000",Unique Girls School Shoes
,,52%,"₦ 18,700","₦ 39,000",Depally Men Heel Chain Designers Shoe Black
,,,"₦ 9,000",,Children Open-Toe Summer Sandals
3 out of 5(4),3 out of 5,61%,"₦ 6,999","₦ 18,000",Casual Shoes - Boys School Shoes - Fashion Sneakers
5 out of 5(1),5 out of 5,,"₦ 22,990",,"Hat & Shoe Rack( For Bag, Cap, Multipurpose Use )"
,,27%,"₦ 39,069","₦ 53,640",Men's Fashion Cover Foot Business Leather Shoes - Black
1 out of 5(1),1 out of 5,33%,"₦ 13,500 - ₦ 15,000","₦ 20,000",Black Wet Look Shoes For Boys With Perfect Finishing Suitable For Every Occasion
1 out of 5(1),1 out of 5,20%,"₦ 8,940 - ₦ 9,440","₦ 11,200",Baby's First Shoes
4 out of 5(1),4 out of 5,50%,"₦ 8,999","₦ 18,000",Ladies Everything Ladies Simple Casual Easy Wear Fashion Breathable Sneakers- Leisure Beach Canvas
3.7 out of 5(7),3.7 out of 5,,"₦ 68,500",,"Safety Jogger SPEEDY S3 SAFETY SHOE, SAFETY BOOT"
3 out of 5(2),3 out of 5,38%,"₦ 39,200 - ₦ 41,000","₦ 62,720 - ₦ 65,600",EUR38-44 H Dresser Leather Shoes Pointed Small Leather Shoes Handmade Wedding Shoes Small Suit Shoes Gold
,,11%,"₦ 65,890","₦ 73,990",Safety Boots Steel Toe Work Shoes Fabric Upper Ultralight
,,47%,"₦ 32,900","₦ 61,700",Big Size 38-47 Mens Oxford Driving Shoes Office Footwear-Black
,,,"₦ 6,500",,Leather Kid's Sport Casual Comfortable Unisex School Sneakers Shoe-Black
,,42%,"₦ 34,530","₦ 59,534",Kids Sandals For Girls Gladiator Flat Soft Sole Fashion Princess Children's Beach Sandals Pendant Zip Sweet Roman Sandals  Red
,,57%,"₦ 15,900","₦ 37,000",Cubana Confirm Designer Shoes Black Stone
,,41%,"₦ 8,200","₦ 13,800",Bts Back To School Girl's Black Shoe
,,50%,"₦ 26,200","₦ 52,300",Men's All-match Leather Shoes
,,26%,"₦ 16,999","₦ 23,000",Cloth Hanger With Shoe Rack
,,25%,"₦ 29,972","₦ 35,000 - ₦ 40,000",Men's Derby Corporate Lace-up Shoe
,,73%,"₦ 14,021 - ₦ 46,113","₦ 52,335 - ₦ 76,143",Crocodile Pattern Mens Bullock Leather Shoes Oxford Formal Shoes Retro Black
3 out of 5(1),3 out of 5,18%,"₦ 16,500 - ₦ 17,500","₦ 20,000",Children Fashionable Trendy Lace Up Boot
,,50%,"₦ 44,312","₦ 88,683",Men's Luxury Trend Wedding Shoes
,,54%,"₦ 22,795 - ₦ 23,895","₦ 50,000",Leather Shoes Men Pointed Oxfords Shoes For Men Brogues Formal Shoes
,,31%,"₦ 52,700","₦ 76,170",Men British Formal Dress Party Leather Shoes Italian Breathable Wedding 443n
,,,"₦ 8,000",,Paw Patrol Paw Baby Toddler Boys Rubber Sandal
4 out of 5(1),4 out of 5,50%,"₦ 31,100 - ₦ 37,400","₦ 62,200 - ₦ 74,800",Children's Trendy Fashion Casual Sneakers-Black
,,50%,"₦ 26,654 - ₦ 35,970","₦ 53,367 - ₦ 72,000",Crocodile Pattern Genuine Leather Loafers Men Tassel Shoes Casual Moccasins
5 out of 5(1),5 out of 5,48%,"₦ 37,530","₦ 72,460",2021 Men's Penny Leather Luxury Italian Fashion Office Wedding Shoes - Black
4 out of 5(17),4 out of 5,,"₦ 5,600",,5 Tier Shoe Rack Organizer
,,44%,"₦ 28,468","₦ 50,936",Female Shiny Bow-tie Trendy Shoe - Wine
5 out of 5(1),5 out of 5,61%,"₦ 39,600","₦ 101,250",Flangesio Men's Fashion Outdoor Hiking & Trekking Shoes Big Size 38-48 High Quality Elastic Fabric+Microfiber Leather Breathable Climbing Mountain Sneakers Army Green
,,43%,"₦ 5,700","₦ 10,000",Quality Back To School Shoe With A Pair Of Socks
,,48%,"₦ 16,990","₦ 32,500",BROGUE TIE DESIGNERS SHOES BLACK/BROWN
,,,"₦ 12,000",,Children Stylish Canvass
,,53%,"₦ 7,500","₦ 16,000",ROYAL AND EXECUTIVE MALE CHILD SHOE
4.7 out of 5(6),4.7 out of 5,14%,"₦ 6,000","₦ 7,000",Baby Boot Socks- 6 Packs
,,,"₦ 5,999",,Reusable Silicone Overshoe Rain Waterproof Shoe Covers
,,,"₦ 65,000",,Oggi Turkey Luxury Half Shoe
,,10%,"₦ 6,000","₦ 6,700",6 Pairs NEW BORN TODDLER BOOTIES GIFT SET
,,38%,"₦ 31,815 - ₦ 36,315","₦ 43,500 - ₦ 58,845",Men's Business Leather Shoes
4 out of 5(1),4 out of 5,,"₦ 25,000",,Clarks Brown Classy Loafers Shoe
,,,"₦ 6,000",,Baby Girl Flat Shoes
,,,"₦ 5,700",,Back To School Boys School Shoe
,,,"₦ 6,000",,Girls Comfortable Sneakers Shoe
4.3 out of 5(3),4.3 out of 5,3%,"₦ 30,708 - ₦ 33,360","₦ 31,680 - ₦ 33,828",Mens Formal Shoes Lace Up Brogue Leather Shoe Big Size-Brown
,,11%,"₦ 23,990","₦ 26,990",Waterproof Shoes Cover Rain Boot Oilproof Dustproof PVC
,,52%,"₦ 32,990 - ₦ 42,990","₦ 69,279 - ₦ 90,279",Kid's Leather LED Charging Double Roller Skates-White
,,6%,"₦ 47,772","₦ 50,727",Men Leather Dress Shoes Classic Tassel Brogue Mans Footwear Formal Shoes Social Shoes EU Size 38-47
,,,"₦ 25,000",,Sports Nassa Football Boot Blue
,,50%,"₦ 23,900","₦ 47,800",Size 25-37 Kids Led Usb Charging Glowing Sneakers Children Hook Loop Sports
,,50%,"₦ 26,751","₦ 53,502",Men's Casual Canvas Shoes
5 out of 5(1),5 out of 5,10%,"₦ 26,856","₦ 29,808",Gentlemen PU Leather Shoes Men's Office Business Shoes Black
3 out of 5(1),3 out of 5,,"₦ 60,000",,Robert Wood Roberts Buckle  Shoe
,,50%,"₦ 26,000","₦ 52,000",USB Charging Led Children Shoes Light Up Casual Boys&Girls Luminous Sneakers
,,50%,"₦ 20,300","₦ 40,500",Men's Breathable Comfortable Leather Sneakers
5 out of 5(3),5 out of 5,,"₦ 6,899",,Shoe Rack Storage Bag (24 Door Back Shoe Bag)
,,27%,"₦ 28,900","₦ 39,800",Sneakers Children School Sport Shoes Boys Girls Walking
4.5 out of 5(2),4.5 out of 5,70%,"₦ 25,301","₦ 84,335",ADIDAS Originals Sneakers Kids Superstar J
,,50%,"₦ 27,115","₦ 54,230",Children's Comfortable Sandals Outdoor Shoes
4 out of 5(1),4 out of 5,,"₦ 11,500",,Steel Toe Waterproof Rubber Safety Rain Boots
,,46%,"₦ 28,215","₦ 52,430",Children's Dance Shoes Knot Girls Leather Shoes
,,50%,"₦ 20,700","₦ 41,300",Men's Comfortable Casual Shoes
1 out of 5(1),1 out of 5,50%,"₦ 34,624","₦ 69,248",New Men's Breathable Running Shoes Fashion Exercise Sneaker
,,48%,"₦ 41,000 - ₦ 52,400","₦ 79,500",Brock Mens Formal Leather Boots Pointed Business Office Boots-Black
,,33%,"₦ 20,955","₦ 31,433",Children's Board Shoes LED Embroidered With Lights Girls' Casual Sports Shoes
,,19%,"₦ 14,500 - ₦ 15,500","₦ 18,000",Mens Black Palm With Rope
,,15%,"₦ 35,560","₦ 41,910",Soccer Boots Children's Training Studded Soccer Boots Red
,,20%,"₦ 47,092","₦ 58,866",(mix Black Gray)XIHAHA  New Casual Orthopedics Wide Feet Swollen Shoes Thumb Eversion Adjusting Soft Comfortable Diabetic Shoes Walking Shoes JIN
4.2 out of 5(23),4.2 out of 5,,"₦ 28,000",,7 Layer Wooden Shoe Rack - Brown Wooden Shoe Rack
3 out of 5(1),3 out of 5,50%,"₦ 17,408 - ₦ 24,209","₦ 34,816 - ₦ 48,418",Autumn Leather Girls' Board Shoes Sneakers Size 26-37
5 out of 5(1),5 out of 5,70%,"₦ 25,081","₦ 83,604",ADIDAS Originals Sneakers Teen Superstar J
,,,"₦ 54,000",,Mario Fagni Leather Ana Lace Up
,,38%,"₦ 6,500","₦ 10,500",Primark Girls Stylish Strappy Flat Sandals
4.3 out of 5(3),4.3 out of 5,,"₦ 25,000",,Butfolo Strong Soccer Football Boot Blue
5 out of 5(2),5 out of 5,38%,"₦ 36,400 - ₦ 37,500","₦ 58,240 - ₦ 60,000",Ms Leisure Non-slip Sports Shoes Cushion Running Shoes-Red
,,42%,"₦ 46,790","₦ 80,672",Safety Shoes Men Work Boots Women Steel Toe Cap Sport Snekers Puncture Proof
5 out of 5(1),5 out of 5,48%,"₦ 15,600 - ₦ 16,500","₦ 29,800",Depally Men's DOUBLE O SHINING Designer Shoe Black
4.3 out of 5(16),4.3 out of 5,28%,"₦ 32,800","₦ 45,700",Children Shoes Fashion Kids Sneaker-Black Grey
,,50%,"₦ 36,970","₦ 73,980",New Mens Leather Loafers & Slip-Ons -White
,,52%,"₦ 22,790","₦ 47,890",Men's Shallow Rain Boots Slip Waterproof Rubber Shoes-Black
,,61%,"₦ 38,800","₦ 99,250",Flangesio High Quality Mens Hiking Shoes EUR Size 38-48 Climbing Mountain Trekking Shoes Summer Mesh Breathable Outdoor Sneakers Non-Slip Wear-resistant Rubber Male Shoes Handmade Fishing Shoes Brown
3 out of 5(2),3 out of 5,,"₦ 4,000",,Girls Rubber School Shoe
,,,"₦ 68,000",,Oggi Luxury Half  Shoes
5 out of 5(1),5 out of 5,31%,"₦ 23,240 - ₦ 25,440","₦ 33,500 - ₦ 35,800",Big Size Women Sneaker Female Wedge Shoes-Blue
,,45%,"₦ 31,613 - ₦ 32,313","₦ 57,226 - ₦ 58,626",Mens Formal Shoes Dress Wedding Shoes-White
2 out of 5(4),2 out of 5,41%,"₦ 28,500","₦ 48,000",New Men's Breathable Running Shoes Fashion Exercise Sneaker
,,32%,"₦ 6,800","₦ 9,999",All Black Covered Slip-on Pam Slippers- With Centre Openings
,,50%,"₦ 21,900","₦ 43,700",Men's Fashion Hollow Leather Shoes
,,,"₦ 4,000",,Girls Jelly Sandal  Shoe
,,,"₦ 4,500",,Children's Cartoon Character Crocs
,,13%,"₦ 44,450","₦ 50,800",Football Boots Plus Size Adult/Kids Football Boots Black
,,54%,"₦ 37,300","₦ 81,500",Mens Leather Shoes Business Formal Footwear-Black
5 out of 5(2),5 out of 5,38%,"₦ 41,500","₦ 66,400",Men's Thick-Soled Pointed Leather Shoes Hair Stylist Work Shoes
4.8 out of 5(5),4.8 out of 5,40%,"₦ 30,480","₦ 50,784",2022 Men's PU Leather Free Slip-On Loafer Waterproof Formal Shoes - Black
,,16%,"₦ 44,636","₦ 53,333",2022 Hollowed Mens Formal Shoes Slip On Leather Business Dress Dark Brown
,,11%,"₦ 39,972","₦ 45,000",Men's Smooth Oxford Lace-up Corporate Shoe
,,,"₦ 53,562 - ₦ 60,324",,Men Soccer Cleats Football Boots Professional Training Turf Mens Outdoor
4.6 out of 5(16),4.6 out of 5,47%,"₦ 31,000 - ₦ 34,000","₦ 50,600 - ₦ 58,400",Unisex Water Shoes Outdoor Climbing Shoes-Blue
4 out of 5(1),4 out of 5,11%,"₦ 64,390","₦ 71,990",Safety Shoes Steel Toe Work Boots Breathable Fabric Upper
,,50%,"₦ 16,229","₦ 32,457",Waterproof Hiking Walking Boot Ski Snow Gaiters Leg Cover For Black
4 out of 5(1),4 out of 5,31%,"₦ 35,400 - ₦ 35,900","₦ 51,400 - ₦ 51,900",Big Size 39-46 Men Suede Leather Formal Business Shoes Brown
,,2%,"₦ 28,290","₦ 28,778",Men's Shoes New Patent Leather Bright Face Pointed Men's Formal Business Leather Shoes Men Large Size British Shoes Men
,,17%,"₦ 4,445","₦ 5,334",Waterproof Rubber Shoe Protectors Latex Shoe Covers For
,,23%,"₦ 33,990","₦ 43,990",Men Soccer Shoes High Ankle Football Boots Men Sneakers
,,36%,"₦ 17,999","₦ 28,000",Luca Men’s Glossy Double Monk Shoe With Suede Navy Blue
,,50%,"₦ 34,420 - ₦ 35,871","₦ 68,840 - ₦ 71,742",Men's Breathable Basketball Sneakers Trend Boy's Basketball Shoes Hight Cut Outdoor BasketBall Shoes For Men Shoes
3.8 out of 5(6),3.8 out of 5,13%,"₦ 30,500","₦ 35,000",Steel Mobile Wardrobe With Cover Fabric
5 out of 5(1),5 out of 5,36%,"₦ 29,000","₦ 45,500",Polo Exclusive Suede - Unbelievable Discounts On Stylish Shoes
3.5 out of 5(4),3.5 out of 5,,"₦ 4,500",,4 Layers Shoe Rack
,,15%,"₦ 8,500","₦ 9,999",28 Days  Slimming CAPSULE
,,42%,"₦ 36,530","₦ 62,983",Summer Children's Sandals For Girls Fashion High To Help Long Tube Roman Shoes Hollow Sandals Kids Knee Boots Gladiator Gold
,,34%,"₦ 30,588","₦ 46,475",Ladies Fashion Hollow Breathable Sandals-Black
,,,"₦ 14,000",,Boys Girls Children Boot
,,42%,"₦ 31,930","₦ 55,052",Kids Leather Shoes Girls Wedding Dress Shoes Children Princess Flower Leather Sandals For Girls Casual Dance Shoes Flat Sandals Red
,,,"₦ 80,000",,Oggi Luxury  Special  Shoe
,,25%,"₦ 34,221","₦ 45,550",Pointe Shoes For Ballet Girl Bandage Women
5 out of 5(1),5 out of 5,33%,"₦ 23,178","₦ 34,600",Big Size Mens Formal Weddig Shoes-White
,,50%,"₦ 22,577","₦ 45,154",Flying Woven Light-emitting Children's Sports Shoes Boys And Girls Sneaker Pink
,,,"₦ 13,000 - ₦ 13,500",,SPORT Men Strong Football Soccer Boots Blue/Purple
,,50%,"₦ 32,135 - ₦ 37,050","₦ 64,329 - ₦ 74,160",New Ubber Hight Cut  Outdoor BasketBall Shoes For Men Shoes
,,20%,"₦ 37,128","₦ 46,410",(Brown)Autumn Men's Leather Shoes Youth Versatile Korean Shiny Patent Leather Business Formal Wear Shoes British Casual Wedding Shoes JIN
,,12%,"₦ 48,260","₦ 54,610",Men's Basketball Shoes High Top Breathable Sneakers Black
,,42%,"₦ 6,999","₦ 11,999",Cheap Simple Casual Boys School Shoes - Back To School Shoe Or Canvas  - Black
,,,"₦ 7,999",,Kids  Unisex Palm Slippers
5 out of 5(1),5 out of 5,10%,"₦ 4,500","₦ 5,000",Character Jibbitz Slides- Blue
,,,"₦ 12,500",,Men Formal Casual Loafers Black
5 out of 5(1),5 out of 5,59%,"₦ 6,500","₦ 16,000",ROYAL AND EXECUTIVE MALE CHILD SHOE
,,55%,"₦ 38,316 - ₦ 40,305","₦ 84,500",EUR38-44 H Dresser Leather Shoes Pointed Small Leather Shoes Handmade Wedding Shoes Small Suit Shoes Brown
5 out of 5(1),5 out of 5,36%,"₦ 6,999","₦ 10,999",Casual Black School Shoes For Young Boys - Teens Black Shoes
4 out of 5(1),4 out of 5,,"₦ 49,890",,"Safety Jogger YUKON S1P SRC SAFETY SHOE, SAFETY BOOT"
